time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-05T16:57:11.540Z,19.4029999,-155.2810059,0.61,2.54,ml,22,31,0.008986,0.12,hv,hv70120361,2018-05-05T17:02:49.920Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.26,0.37,16,automatic,hv,hv
2018-05-05T16:52:13.120Z,19.2192,-154.8974,5,3.4,ml,,320,0.253,1.14,us,us1000dyvv,2018-05-05T17:13:25.420Z,"27km S of Leilani Estates, Hawaii",earthquake,3.9,2,0.056,42,reviewed,us,us
2018-05-05T16:42:00.450Z,19.4436665,-155.2696686,0.53,2.48,ml,19,141,0.01661,0.24,hv,hv70120316,2018-05-06T00:44:40.463Z,"3km WNW of Volcano, Hawaii",earthquake,0.33,0.46,0.44,12,automatic,hv,hv
2018-05-05T16:40:52.610Z,19.4383335,-155.2714996,0.58,2.54,ml,18,130,0.01176,0.27,hv,hv70120311,2018-05-05T16:46:27.780Z,"3km WNW of Volcano, Hawaii",earthquake,0.45,0.41,0.44,13,automatic,hv,hv
2018-05-05T16:28:16.480Z,19.2121658,-155.3673401,-0.55,2.75,ml,34,160,0.03804,0.24,hv,hv70120281,2018-05-05T16:33:50.080Z,"11km E of Pahala, Hawaii",earthquake,0.53,0.22,0.32,7,automatic,hv,hv
2018-05-05T16:24:04.542Z,56.6661,-148.6932,34.8,3.4,ml,,,,0.52,ak,ak19323727,2018-05-05T16:29:10.466Z,"256km ESE of Kodiak, Alaska",earthquake,,9.2,,,automatic,ak,ak
2018-05-05T16:22:43.410Z,-5.782,133.7486,24.45,4.9,mb,,60,3.213,1.04,us,us1000dyvh,2018-05-05T16:52:40.040Z,"51km W of Dobo, Indonesia",earthquake,8.8,5.7,0.091,38,reviewed,us,us
2018-05-05T15:58:35.300Z,19.3626671,-155.2946625,-0.01,2.45,ml,9,123,0.0267,0.16,hv,hv70120196,2018-05-05T16:04:12.920Z,"9km SW of Volcano, Hawaii",earthquake,0.3,0.82,3.29,8,automatic,hv,hv
2018-05-05T15:58:28.000Z,19.3244991,-155.1908264,6.3,2.56,ml,21,94,0.0536,0.3,hv,hv70120201,2018-05-05T16:04:21.030Z,"12km SSE of Volcano, Hawaii",earthquake,0.66,0.93,0.15,6,automatic,hv,hv
2018-05-05T15:58:21.530Z,19.4139996,-155.2606659,1.12,2.59,ml,8,87,0.002043,0.11,hv,hv70120191,2018-05-05T16:04:04.040Z,"3km SW of Volcano, Hawaii",earthquake,0.43,0.7,0.22,5,automatic,hv,hv
2018-05-05T15:41:32.908Z,62.2314,-147.8245,32.1,2.6,ml,,,,0.56,ak,ak19323092,2018-05-05T15:46:32.637Z,"72km NE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-05-05T15:29:32.290Z,19.3623333,-155.0274963,0.03,2.69,ml,36,215,0.06008,0.39,hv,hv70120106,2018-05-05T20:24:17.040Z,"16km SW of Leilani Estates, Hawaii",earthquake,1.19,0.55,2.34,16,automatic,hv,hv
2018-05-05T15:26:13.350Z,19.255167,-155.3776703,5.34,2.77,ml,16,137,0.02569,0.34,hv,hv70120091,2018-05-05T15:31:47.720Z,"12km ENE of Pahala, Hawaii",earthquake,0.92,1.59,0.5,3,automatic,hv,hv
2018-05-05T15:24:25.930Z,19.3670006,-154.9949951,0.31,2.65,ml,7,242,0.08342,0.09,hv,hv70120086,2018-05-05T15:30:02.920Z,"13km SW of Leilani Estates, Hawaii",earthquake,1.54,0.58,0.3,3,automatic,hv,hv
2018-05-05T15:23:48.930Z,19.4023342,-155.2713318,0.55,2.55,ml,13,98,0.01323,0.16,hv,hv70120081,2018-05-05T15:29:38.080Z,"4km SW of Volcano, Hawaii",earthquake,0.26,0.26,0.39,16,automatic,hv,hv
2018-05-05T15:23:47.970Z,19.3911667,-155.264328,0.76,2.55,ml,22,49,0.00722,0.12,hv,hv70120076,2018-05-05T15:29:31.690Z,"5km SSW of Volcano, Hawaii",earthquake,0.21,0.32,0.35,18,automatic,hv,hv
2018-05-05T15:16:48.220Z,19.3344994,-154.9956665,-0.68,2.54,ml,25,254,0.09894,0.39,hv,hv70120066,2018-05-05T15:22:23.360Z,"16km SSW of Leilani Estates, Hawaii",earthquake,2.88,0.67,0.29,5,automatic,hv,hv
2018-05-05T14:46:41.190Z,36.0017,140.1225,74.78,4.2,mb,,154,1.642,0.88,us,us1000dz7l,2018-05-06T06:44:30.664Z,"4km NNW of Ushiku, Japan",earthquake,7.2,11,0.142,14,reviewed,us,us
2018-05-05T14:44:04.790Z,19.2613335,-155.3751678,5.43,2.46,ml,24,136,0.03173,0.21,hv,hv70119966,2018-05-05T14:49:42.240Z,"12km ENE of Pahala, Hawaii",earthquake,0.51,1.24,0.23,5,automatic,hv,hv
2018-05-05T14:32:43.790Z,19.2509995,-155.326828,6.12,2.58,ml,8,186,0.04858,0.18,hv,hv70119931,2018-05-05T14:38:20.280Z,"16km ENE of Pahala, Hawaii",earthquake,0.91,1.81,0.27,8,automatic,hv,hv
2018-05-05T14:04:12.120Z,28.1804,-43.8395,10,4.8,mb,,125,29.764,0.83,us,us1000dytq,2018-05-05T15:08:35.040Z,"Northern Mid-Atlantic Ridge",earthquake,12.5,1.9,0.037,227,reviewed,us,us
2018-05-05T13:47:35.480Z,19.3383331,-155.1733398,2.1,2.56,md,10,193,0.04108,0.24,hv,hv70119806,2018-05-05T13:50:49.500Z,"12km SSE of Volcano, Hawaii",earthquake,1.28,0.89,0.19,4,automatic,hv,hv
2018-05-05T13:33:44.090Z,19.3311672,-155.1796722,2.11,2.6,ml,40,88,0.04902,0.2,hv,hv70119766,2018-05-05T13:39:21.470Z,"12km SSE of Volcano, Hawaii",earthquake,0.35,0.64,3.6,7,automatic,hv,hv
2018-05-05T13:24:27.800Z,19.2595005,-155.3509979,-0.6,2.61,ml,8,162,0.04908,0.17,hv,hv70119716,2018-05-05T13:30:04.460Z,"14km ENE of Pahala, Hawaii",earthquake,0.77,0.42,0.37,5,automatic,hv,hv
2018-05-05T13:15:31.150Z,19.4291667,-155.2225,1.17,2.79,ml,23,166,0.02046,0.09,hv,hv70119671,2018-05-06T01:46:57.070Z,"1km E of Volcano, Hawaii",earthquake,0.26,0.39,0.173,25,reviewed,hv,hv
2018-05-05T13:11:47.070Z,19.0936667,-155.2118333,-0.26,3.45,ml,16,263,0.187,0.16,hv,hv70119656,2018-05-05T19:56:12.449Z,"52km SSE of Pahala, Hawaii",earthquake,3.22,1.13,0.218,40,reviewed,hv,hv
2018-05-05T13:11:16.610Z,19.4200001,-155.3121643,4.23,2.9,ml,15,82,0.01757,0.13,hv,hv70119646,2018-05-05T21:13:49.526Z,"7km W of Volcano, Hawaii",earthquake,0.42,0.81,2.59,35,automatic,hv,hv
2018-05-05T12:50:25.310Z,19.4246667,-154.9138333,3.76,2.46,ml,6,213,0.0312,0.12,hv,hv70119581,2018-05-05T21:47:00.480Z,"4km S of Leilani Estates, Hawaii",earthquake,1.04,1.1,0.243,6,reviewed,hv,hv
2018-05-05T12:49:11.910Z,19.4326667,-154.9273333,4.12,2.71,ml,5,234,0.02443,0.1,hv,hv70119571,2018-05-05T16:51:21.290Z,"3km SSW of Leilani Estates, Hawaii",earthquake,1.96,0.9,0.24,5,reviewed,hv,hv
2018-05-05T12:48:44.740Z,19.1194992,-154.9233398,7.34,2.55,ml,24,300,0.2553,0.18,hv,hv70119566,2018-05-05T12:54:20.330Z,"38km S of Leilani Estates, Hawaii",earthquake,1.16,0.68,4.67,4,automatic,hv,hv
2018-05-05T12:31:41.130Z,19.2954998,-154.8461609,0.86,2.61,ml,33,278,0.1734,0.29,hv,hv70119506,2018-05-05T12:37:14.530Z,"20km SSE of Leilani Estates, Hawaii",earthquake,2.94,1.77,0.23,4,automatic,hv,hv
2018-05-05T12:26:33.480Z,19.4309998,-155.2851715,1.53,2.84,ml,10,153,0.009478,0.16,hv,hv70119491,2018-05-05T12:32:08.290Z,"4km W of Volcano, Hawaii",earthquake,0.5,0.35,2.52,38,automatic,hv,hv
2018-05-05T12:23:19.480Z,19.3136673,-155.329834,11.12,2.56,ml,18,90,0.02731,0.37,hv,hv70119476,2018-05-05T12:28:55.770Z,"16km SW of Volcano, Hawaii",earthquake,1.05,1.15,2.34,29,automatic,hv,hv
2018-05-05T12:14:38.680Z,19.1988335,-155.3288269,-0.44,2.64,ml,47,187,0.07544,0.35,hv,hv70119451,2018-05-05T12:21:56.805Z,"15km E of Pahala, Hawaii",earthquake,1.09,0.4,2.82,21,automatic,hv,hv
2018-05-05T12:05:20.650Z,10.6801,-86.0104,45.82,5,mww,,138,0.409,1.11,us,us1000dys9,2018-05-06T14:54:49.674Z,"43km WNW of Sardinal, Costa Rica",earthquake,5.9,7,0.078,16,reviewed,us,us
2018-05-05T12:04:56.500Z,19.1821671,-155.3303375,-0.44,2.68,ml,41,177,0.08401,0.33,hv,hv70119421,2018-05-05T12:17:54.678Z,"15km E of Pahala, Hawaii",earthquake,1.08,0.34,2.27,17,automatic,hv,hv
2018-05-05T12:04:41.620Z,18.9275,-66.8351,14,2.85,md,4,297,0.5365,0.24,pr,pr2018125010,2018-05-05T19:17:17.827Z,"48km N of Hatillo, Puerto Rico",earthquake,1.45,1.66,0.03,3,reviewed,pr,pr
2018-05-05T12:04:27.610Z,19.4155006,-155.494339,21.66,2.49,ml,11,109,0.04517,0.29,hv,hv70119416,2018-05-05T12:10:04.380Z,"23km N of Pahala, Hawaii",earthquake,1.88,3.28,0.41,18,automatic,hv,hv
2018-05-05T11:50:44.740Z,17.1943,-67.8328,39,2.86,md,3,356,1.0874,0.19,pr,pr2018125008,2018-05-05T18:43:50.029Z,"110km SW of Pole Ojea, Puerto Rico",earthquake,11.15,9.21,0.01,3,reviewed,pr,pr
2018-05-05T11:44:48.630Z,18.9966,-66.8206,25,2.71,md,4,329,0.6534,0.34,pr,pr2018125006,2018-05-05T19:47:21.677Z,"56km N of Hatillo, Puerto Rico",earthquake,3.08,22.66,0.03,2,reviewed,pr,pr
2018-05-05T11:44:09.460Z,19.1903333,-155.4121667,32.45,2.58,ml,23,160,0.04893,0.12,hv,hv70119351,2018-05-05T22:01:26.310Z,"7km ESE of Pahala, Hawaii",earthquake,0.77,1.07,0.155,15,reviewed,hv,hv
2018-05-05T11:43:57.470Z,19.3771667,-155.2839966,-1.07,2.55,ml,8,117,0.009562,0.37,hv,hv70119346,2018-05-05T11:49:34.480Z,"7km SW of Volcano, Hawaii",earthquake,0.97,1.04,0.31,7,automatic,hv,hv
2018-05-05T11:32:54.760Z,19.3288326,-155.1790009,1.98,2.51,ml,33,91,0.05118,0.27,hv,hv70119306,2018-05-05T11:38:27.570Z,"12km SSE of Volcano, Hawaii",earthquake,0.54,1.03,0.45,6,automatic,hv,hv
2018-05-05T11:21:15.370Z,19.3203333,-155.1788333,5.97,2.54,ml,21,103,0.05817,0.05,hv,hv70119266,2018-05-05T15:13:14.140Z,"13km SSE of Volcano, Hawaii",earthquake,0.39,1.46,0.224,10,reviewed,hv,hv
2018-05-05T11:03:40.120Z,19.3548336,-155.1041718,5.62,2.96,ml,52,150,0.02916,0.27,hv,hv70119206,2018-05-05T11:09:21.570Z,"16km ESE of Volcano, Hawaii",earthquake,0.64,0.5,2.52,36,automatic,hv,hv
2018-05-05T10:49:11.260Z,19.1746,-66.129,19,2.61,md,8,315,0.8043,0.26,pr,pr2018125004,2018-05-05T14:08:05.892Z,"78km N of San Juan, Puerto Rico",earthquake,8.46,16.86,0.33,4,reviewed,pr,pr
2018-05-05T10:35:17.340Z,19.3123341,-155.1885071,6.6,2.65,ml,46,113,0.04607,0.19,hv,hv70119131,2018-05-05T10:40:55.120Z,"14km SSE of Volcano, Hawaii",earthquake,0.42,0.57,2.57,35,automatic,hv,hv
2018-05-05T10:27:45.760Z,28.1375,-43.8294,10,4.7,mb,,91,18.089,0.66,us,us1000dyr4,2018-05-05T10:57:02.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.2,1.9,0.039,200,reviewed,us,us
2018-05-05T10:05:45.060Z,19.0681667,-155.206,9.49,3.66,ml,44,224,0.2127,0.12,hv,hv70119036,2018-05-06T09:16:16.656Z,"33km ESE of Pahala, Hawaii",earthquake,0.74,0.55,0.177,45,reviewed,hv,hv
2018-05-05T10:02:15.120Z,19.3610001,-155.1790009,13.68,2.67,ml,16,208,0.09013,0.38,hv,hv70119026,2018-05-05T10:07:52.210Z,"9km SE of Volcano, Hawaii",earthquake,1.67,0.87,3.16,28,automatic,hv,hv
2018-05-05T10:02:11.620Z,19.3236675,-155.1141663,4.86,2.8,ml,51,176,0.04016,0.21,hv,hv70119021,2018-05-05T10:07:45.480Z,"17km SE of Volcano, Hawaii",earthquake,0.45,0.54,2.79,37,automatic,hv,hv
2018-05-05T09:58:33.750Z,6.7017,123.6439,600.01,4.2,mb,,53,1.955,0.51,us,us1000dyqw,2018-05-05T10:19:29.040Z,"43km W of Taguisa, Philippines",earthquake,11,9,0.081,42,reviewed,us,us
2018-05-05T09:52:19.700Z,19.3085003,-155.1750031,14.77,2.59,ml,6,220,0.05417,0.33,hv,hv70118981,2018-05-05T09:57:54.190Z,"15km SSE of Volcano, Hawaii",earthquake,5.24,2.7,0.36,9,automatic,hv,hv
2018-05-05T09:51:26.200Z,19.2248325,-155.2898407,6.22,2.68,ml,9,184,0.07297,0.16,hv,hv70118971,2018-05-05T17:54:13.893Z,"20km E of Pahala, Hawaii",earthquake,0.81,2.11,0.52,7,automatic,hv,hv
2018-05-05T09:46:11.513Z,59.2235,-153.1876,67.7,3.1,ml,,,,0.56,ak,ak19319578,2018-05-05T10:00:14.040Z,"98km SW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-05-05T09:46:05.440Z,19.0695,-155.1985,10.41,3.48,ml,37,225,0.2121,0.12,hv,hv70118956,2018-05-06T09:55:13.960Z,"34km ESE of Pahala, Hawaii",earthquake,1.2,0.6,0.158,44,reviewed,hv,hv
2018-05-05T09:39:27.280Z,19.3029995,-155.2111664,8.13,2.53,ml,34,109,0.02512,0.3,hv,hv70118941,2018-05-05T09:45:00.580Z,"14km S of Volcano, Hawaii",earthquake,0.68,0.38,0.17,7,automatic,hv,hv
2018-05-05T09:27:35.280Z,19.2140007,-155.3504944,5.79,2.53,ml,40,162,0.05019,0.29,hv,hv70118901,2018-05-05T17:30:03.026Z,"13km E of Pahala, Hawaii",earthquake,0.69,0.94,2.32,16,automatic,hv,hv
2018-05-05T09:24:59.160Z,19.427,-155.3213348,4.88,2.84,ml,53,47,0.02857,0.26,hv,hv70118896,2018-05-05T17:27:26.781Z,"8km W of Volcano, Hawaii",earthquake,0.37,0.65,2.12,35,automatic,hv,hv
2018-05-05T09:14:26.780Z,19.3199997,-155.1936646,3.05,2.54,md,30,99,0.04841,0.21,hv,hv70118876,2018-05-05T17:16:59.783Z,"13km SSE of Volcano, Hawaii",earthquake,0.46,1.42,0.17,12,automatic,hv,hv
2018-05-05T09:12:26.410Z,19.3271667,-155.0368333,-0.59,2.75,md,11,244,0.08313,0.32,hv,hv70118861,2018-05-06T09:55:04.912Z,"19km SW of Leilani Estates, Hawaii",earthquake,2.12,0.61,0.07,4,reviewed,hv,hv
2018-05-05T08:59:20.150Z,19.3041667,-155.2128333,8.27,3.63,ml,41,105,0.0254,0.1,hv,hv70118801,2018-05-06T09:59:39.417Z,"14km S of Volcano, Hawaii",earthquake,0.34,0.7,0.199,41,reviewed,hv,hv
2018-05-05T08:52:26.340Z,19.3571667,-155.556,-0.98,2.47,ml,12,111,0.05523,0.09,hv,hv70118761,2018-05-06T02:26:00.570Z,"18km NNW of Pahala, Hawaii",earthquake,0.47,1.27,0.118,16,reviewed,hv,hv
2018-05-05T08:51:43.990Z,19.2546673,-155.1974945,6.85,2.74,ml,12,300,0.03682,0.1,hv,hv70118756,2018-05-05T16:54:18.660Z,"19km SSE of Volcano, Hawaii",earthquake,1.24,1.82,3.09,8,automatic,hv,hv
2018-05-05T08:32:54.570Z,19.2941666,-154.9080048,1.03,2.86,ml,15,242,0.161,0.31,hv,hv70118686,2018-05-05T08:38:33.120Z,"19km S of Leilani Estates, Hawaii",earthquake,3.26,1.19,0.32,6,automatic,hv,hv
2018-05-05T08:32:13.640Z,19.4118328,-155.3208313,5.29,2.52,ml,28,73,0.02033,0.15,hv,hv70118681,2018-05-05T08:37:49.750Z,"8km WSW of Volcano, Hawaii",earthquake,0.42,0.64,3.41,8,automatic,hv,hv
2018-05-05T08:19:50.860Z,19.2853336,-155.1971741,0.65,2.48,ml,29,147,0.02627,0.18,hv,hv70118646,2018-05-05T08:25:24.280Z,"16km SSE of Volcano, Hawaii",earthquake,0.47,0.27,0.24,17,automatic,hv,hv
2018-05-05T08:03:01.620Z,19.3096676,-155.2466736,7.43,2.78,ml,9,138,0.03512,0.1,hv,hv70118591,2018-05-05T08:08:37.140Z,"13km S of Volcano, Hawaii",earthquake,0.6,1,0.7,4,automatic,hv,hv
2018-05-05T08:02:53.520Z,19.3306675,-155.1493378,1.24,2.48,ml,13,127,0.0485,0.14,hv,hv70118586,2018-05-05T08:08:30.840Z,"14km SE of Volcano, Hawaii",earthquake,0.45,0.61,3.91,6,automatic,hv,hv
2018-05-05T07:59:40.690Z,19.0683327,-155.1381683,9.17,2.73,ml,19,303,0.2775,0.21,hv,hv70118576,2018-05-05T08:05:14.310Z,"39km ESE of Pahala, Hawaii",earthquake,1.44,0.59,0.12,3,automatic,hv,hv
2018-05-05T07:56:57.830Z,19.3126659,-155.2546692,2.39,2.85,ml,18,115,0.04221,0.1,hv,hv70118566,2018-05-05T08:02:46.710Z,"13km S of Volcano, Hawaii",earthquake,0.53,1.01,0.16,3,automatic,hv,hv
2018-05-05T07:55:13.410Z,19.2671667,-154.7553333,10.55,3.66,ml,32,302,0.2427,0.1,hv,hv70118561,2018-05-05T13:38:38.342Z,"28km SE of Leilani Estates, Hawaii",earthquake,0.77,0.47,0.109,22,reviewed,hv,hv
2018-05-05T07:53:09.100Z,19.3131676,-155.2003326,7.27,2.5,ml,53,104,0.0392,0.19,hv,hv70118556,2018-05-05T07:58:46.290Z,"13km SSE of Volcano, Hawaii",earthquake,0.39,0.32,1.86,24,automatic,hv,hv
2018-05-05T07:49:46.660Z,19.2728329,-155.3833313,3.62,2.53,ml,30,115,0.03761,0.33,hv,hv70118546,2018-05-05T07:55:23.190Z,"12km NE of Pahala, Hawaii",earthquake,0.57,2.75,2.83,8,automatic,hv,hv
2018-05-05T07:34:56.960Z,19.2695007,-154.8809967,9.56,2.79,ml,24,250,0.1886,0.21,hv,hv70118496,2018-05-06T13:08:12.040Z,"22km S of Leilani Estates, Hawaii",earthquake,0.85,0.66,0.28,13,automatic,hv,hv
2018-05-05T07:24:24.840Z,19.2248325,-155.3226624,-0.59,2.8,ml,34,163,0.07183,0.27,hv,hv70118466,2018-05-05T07:29:55.710Z,"16km E of Pahala, Hawaii",earthquake,0.72,0.24,3.1,9,automatic,hv,hv
2018-05-05T07:11:04.000Z,19.4126663,-155.3204956,3.75,2.45,ml,50,46,0.02025,0.21,hv,hv70118406,2018-05-05T07:16:40.150Z,"8km WSW of Volcano, Hawaii",earthquake,0.31,0.62,0.26,25,automatic,hv,hv
2018-05-05T07:11:03.890Z,19.4145,-155.3171667,4.16,2.45,ml,20,80,0.01799,0.06,hv,hv70118411,2018-05-06T13:03:24.040Z,"8km WSW of Volcano, Hawaii",earthquake,0.55,1.18,0.181,17,reviewed,hv,hv
2018-05-05T07:04:32.190Z,19.2946663,-155.2533264,7.32,2.51,ml,44,116,0.03021,0.22,hv,hv70118386,2018-05-05T15:07:12.680Z,"15km S of Volcano, Hawaii",earthquake,0.45,0.36,0.19,9,automatic,hv,hv
2018-05-05T07:03:26.930Z,19.2643337,-155.3390045,-0.42,2.46,ml,23,147,0.04353,0.34,hv,hv70118376,2018-05-05T07:09:02.130Z,"16km ENE of Pahala, Hawaii",earthquake,0.7,0.32,0.47,3,automatic,hv,hv
2018-05-05T06:53:15.670Z,19.1558342,-155.3451691,-0.43,2.64,ml,42,184,0.09511,0.3,hv,hv70118361,2018-05-06T12:37:04.040Z,"15km ESE of Pahala, Hawaii",earthquake,1.27,0.43,0.19,18,automatic,hv,hv
2018-05-05T06:51:49.430Z,19.2994995,-155.244339,4.67,2.53,ml,10,165,0.07376,0.12,hv,hv70118351,2018-05-05T06:57:25.740Z,"14km S of Volcano, Hawaii",earthquake,0.6,3.78,2.96,10,automatic,hv,hv
2018-05-05T06:45:28.662Z,62.2394,-147.9393,21.7,3.1,ml,,,,0.74,ak,ak19317863,2018-05-05T06:55:34.040Z,"68km NE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-05-05T06:41:13.040Z,19.1811676,-155.1399994,9.47,2.49,ml,29,255,0.1047,0.19,hv,hv70118321,2018-05-05T06:46:49.050Z,"29km SSE of Volcano, Hawaii",earthquake,0.83,0.45,0.3,4,automatic,hv,hv
2018-05-05T06:27:29.400Z,19.3715,-155.2558333,0.86,2.77,ml,21,75,0.007202,0.08,hv,hv70118286,2018-05-06T12:25:57.040Z,"6km SSW of Volcano, Hawaii",earthquake,0.15,0.14,0.149,16,reviewed,hv,hv
2018-05-05T06:24:28.610Z,19.4101658,-155.2856598,0.97,2.58,ml,22,79,0.004842,0.12,hv,hv70118271,2018-05-05T06:30:05.930Z,"5km WSW of Volcano, Hawaii",earthquake,0.18,0.2,0.25,11,automatic,hv,hv
2018-05-05T06:23:54.640Z,19.3775,-154.961,-0.46,2.62,ml,8,216,0.06927,0.13,hv,hv70118266,2018-05-06T12:21:51.040Z,"10km SSW of Leilani Estates, Hawaii",earthquake,0.57,0.49,0.168,36,reviewed,hv,hv
2018-05-05T06:19:04.590Z,14.4969,123.9312,17.87,6.1,mww,,29,7.556,1.05,us,us1000dym9,2018-05-06T06:49:59.385Z,"56km NNW of Pandan, Philippines",earthquake,7.7,4.1,0.071,19,reviewed,us,us
2018-05-05T06:11:08.990Z,19.3205,-154.9758333,2.35,4.06,ml,11,261,0.1157,0.08,hv,hv70118241,2018-05-06T05:17:24.352Z,"4km SE of Fern Acres, Hawaii",earthquake,2.2,3.4,0.131,40,reviewed,hv,hv
2018-05-05T06:10:45.110Z,19.3835,-155.0728333,7.82,2.63,md,13,157,0.01896,0.11,hv,hv70118236,2018-05-06T11:30:56.040Z,"14km S of Fern Acres, Hawaii",earthquake,0.92,0.68,0.079,4,reviewed,hv,hv
2018-05-05T06:08:01.850Z,19.3131676,-155.2546692,1.47,2.72,ml,34,92,0.04259,0.19,hv,hv70118221,2018-05-05T14:10:40.401Z,"13km S of Volcano, Hawaii",earthquake,0.32,0.6,2.69,21,automatic,hv,hv
2018-05-05T06:04:17.260Z,19.359333,-154.9250031,-0.75,2.7,md,27,300,0.2061,0.19,hv,hv70118211,2018-05-05T14:06:51.303Z,"12km S of Leilani Estates, Hawaii",earthquake,2.23,0.74,0.14,16,automatic,hv,hv
2018-05-05T05:52:22.830Z,10.5483,-86.1163,10,4.5,mb,,166,0.537,0.68,us,us1000dylw,2018-05-05T13:54:54.087Z,"51km W of Sardinal, Costa Rica",earthquake,6.4,2,0.076,51,reviewed,us,us
2018-05-05T05:51:58.040Z,19.3843333,-154.9815,7.57,2.58,ml,6,196,0.05359,0.12,hv,hv70118171,2018-05-06T07:48:30.040Z,"11km SW of Leilani Estates, Hawaii",earthquake,1.07,1.32,0.154,22,reviewed,hv,hv
2018-05-05T05:51:23.450Z,19.3409996,-155.3209991,5.98,2.53,ml,13,262,0.05028,0.26,hv,hv70118166,2018-05-05T05:56:59.370Z,"13km SW of Volcano, Hawaii",earthquake,1.57,1.19,2.65,12,automatic,hv,hv
2018-05-05T05:49:38.500Z,19.2438335,-155.3356628,-0.59,2.55,ml,45,154,0.05855,0.3,hv,hv70118156,2018-05-05T05:55:15.750Z,"15km ENE of Pahala, Hawaii",earthquake,0.67,0.24,2.83,20,automatic,hv,hv
2018-05-05T05:43:53.480Z,19.2504997,-155.3289948,-0.58,2.46,ml,20,151,0.04984,0.37,hv,hv70118136,2018-05-05T05:49:28.330Z,"16km ENE of Pahala, Hawaii",earthquake,0.91,0.33,3.72,4,automatic,hv,hv
2018-05-05T05:40:50.490Z,19.2938328,-155.2343292,9.1,2.83,ml,40,176,0.06914,0.22,hv,hv70118126,2018-05-06T07:39:30.040Z,"15km S of Volcano, Hawaii",earthquake,0.68,0.4,3.63,22,automatic,hv,hv
2018-05-05T05:32:16.260Z,19.1848,-155.3692,5,2.8,ml,,233,0.125,0.15,us,us1000dylh,2018-05-06T07:37:55.487Z,"11km E of Pahala, Hawaii",earthquake,1.2,2,0.053,46,reviewed,us,us
2018-05-05T05:29:44.240Z,19.2971668,-155.2084961,7.37,2.46,ml,9,126,0.022,0.25,hv,hv70118096,2018-05-05T05:35:18.780Z,"15km SSE of Volcano, Hawaii",earthquake,1.24,1.81,0.29,8,automatic,hv,hv
2018-05-05T05:27:28.140Z,19.1941667,-155.3641667,9.63,3.09,ml,21,192,0.05339,0.09,hv,hv70118086,2018-05-05T13:30:01.876Z,"11km E of Pahala, Hawaii",earthquake,1.02,1.63,0.212,38,reviewed,hv,hv
2018-05-05T05:24:10.350Z,19.2053337,-155.0938263,11.31,2.52,md,18,293,0.1448,0.33,hv,hv70118076,2018-05-05T05:27:20.600Z,"29km SSE of Volcano, Hawaii",earthquake,2.11,0.84,0.21,11,automatic,hv,hv
2018-05-05T05:21:18.960Z,19.3291664,-155.121994,4.28,2.57,ml,28,175,0.04359,0.29,hv,hv70118071,2018-05-05T05:26:56.400Z,"16km SE of Volcano, Hawaii",earthquake,0.97,2.26,0.26,7,automatic,hv,hv
2018-05-05T05:19:23.100Z,19.3328342,-155.1916656,1.64,2.51,ml,17,104,0.04654,0.26,hv,hv70118061,2018-05-05T05:24:58.440Z,"11km SSE of Volcano, Hawaii",earthquake,0.54,0.91,0.27,4,automatic,hv,hv
2018-05-05T05:14:40.520Z,19.3475,-155.0211667,6.17,3.31,ml,17,199,0.07468,0.05,hv,hv70118041,2018-05-05T07:20:58.246Z,"16km SW of Leilani Estates, Hawaii",earthquake,1.11,2.12,0.224,39,reviewed,hv,hv
2018-05-05T05:03:49.860Z,19.2301674,-155.3144989,6.04,2.53,ml,11,162,0.06607,0.3,hv,hv70117996,2018-05-06T03:05:05.547Z,"17km E of Pahala, Hawaii",earthquake,0.89,3.55,4.77,4,automatic,hv,hv
2018-05-05T04:52:44.910Z,19.3208332,-155.1295013,4.4,2.5,ml,13,133,0.03479,0.17,hv,hv70117946,2018-05-05T04:58:19.290Z,"16km SE of Volcano, Hawaii",earthquake,0.68,1.26,0.36,12,automatic,hv,hv
2018-05-05T04:47:48.580Z,19.3011665,-155.2545013,1.55,2.7,ml,42,106,0.03448,0.26,hv,hv70117936,2018-05-05T23:03:07.628Z,"14km S of Volcano, Hawaii",earthquake,0.33,0.56,3.34,20,automatic,hv,hv
2018-05-05T04:46:32.270Z,19.2759991,-155.1906738,-0.62,2.71,ml,49,165,0.03251,0.3,hv,hv70117931,2018-05-05T04:52:09.050Z,"17km SSE of Volcano, Hawaii",earthquake,0.68,0.26,2.38,28,automatic,hv,hv
2018-05-05T04:39:38.730Z,19.2320004,-155.3668365,2.79,2.67,ml,24,154,0.02949,0.2,hv,hv70117906,2018-05-05T12:42:19.350Z,"12km ENE of Pahala, Hawaii",earthquake,0.46,0.95,3.41,8,automatic,hv,hv
2018-05-05T04:39:09.810Z,19.4011669,-155.272171,0.38,2.66,ml,24,32,0.005934,0.16,hv,hv70117901,2018-05-05T12:41:53.049Z,"4km SW of Volcano, Hawaii",earthquake,0.19,0.24,2.29,28,automatic,hv,hv
